 3.93147763e-01  3.93147763e-01 
 4.28313594e-01  4.28313594e-01 
 4.67089557e-01  4.67089557e-01 
 4.65187869e-01  4.65187869e-01 
 4.33180085e-01  4.33180085e-01 
 4.18766789e-01  4.18766789e-01 
 4.91295610e-01  4.91295610e-01 
 4.77496126e-01  4.77496126e-01 
 4.20708685e-01  4.20708685e-01 
 4.86520781e-01  4.86520781e-01 
 4.59511372e-01  4.59511372e-01 
 4.93302445e-01  4.93302445e-01 
 5.76411466e-01  5.76411466e-01 
 4.06134411e-01  4.06134411e-01 
 4.79659400e-01  4.79659400e-01 
 5.10644564e-01  5.10644564e-01 
 4.09806223e-01  4.09806223e-01 
 4.88161618e-01  4.88161618e-01 
 4.21524406e-01  4.21524406e-01 
 4.09141242e-01  4.09141242e-01 
 3.92973473e-01  3.92973473e-01 
 5.10532614e-01  5.10532614e-01 
 4.22225719e-01  4.22225719e-01 
 5.60517007e-01  5.60517007e-01 
 4.69310607e-01  4.69310607e-01 
 4.35347069e-01  4.35347069e-01 
 4.59566295e-01  4.59566295e-01 
 4.49603794e-01  4.49603794e-01 
 4.31357515e-01  4.31357515e-01 
 4.39697256e-01  4.39697256e-01 
 4.03743837e-01  4.03743837e-01 
 3.96752645e-01  3.96752645e-01 
 4.57490825e-01  4.57490825e-01 
 5.11913455e-01  5.11913455e-01 
 5.32866146e-01  5.32866146e-01 
 4.70183023e-01  4.70183023e-01 
 4.93837198e-01  4.93837198e-01 
 4.69556896e-01  4.69556896e-01 
 4.89841182e-01  4.89841182e-01 
 4.93525875e-01  4.93525875e-01 
 3.78209823e-01  3.78209823e-01 
 4.52665690e-01  4.52665690e-01 
 5.19530569e-01  5.19530569e-01 
 4.35019375e-01  4.35019375e-01 
 3.96459302e-01  3.96459302e-01 
 3.60310911e-01  3.60310911e-01 
 4.00331258e-01  4.00331258e-01 
 4.48442314e-01  4.48442314e-01 
 4.19505943e-01  4.19505943e-01 
 4.70804058e-01  4.70804058e-01 
 4.75353956e-01  4.75353956e-01 
 5.31191989e-01  5.31191989e-01 
 5.10276290e-01  5.10276290e-01 
 4.33513345e-01  4.33513345e-01 
 4.44182292e-01  4.44182292e-01 
 4.73062926e-01  4.73062926e-01 
 5.14496136e-01  5.14496136e-01 
 5.29919266e-01  5.29919266e-01 
 5.00251570e-01  5.00251570e-01 
 5.02166286e-01  5.02166286e-01 
 4.60222187e-01  4.60222187e-01 
 4.81621179e-01  4.81621179e-01 
 4.21855807e-01  4.21855807e-01 
 4.19442660e-01  4.19442660e-01 
 5.27899135e-01  5.27899135e-01 
 4.41483940e-01  4.41483940e-01 
 4.59233471e-01  4.59233471e-01 
 4.55170605e-01  4.55170605e-01 
 4.15722099e-01  4.15722099e-01 
 4.72130667e-01  4.72130667e-01 
 5.24394722e-01  5.24394722e-01 
 4.72087037e-01  4.72087037e-01 
 4.25199148e-01  4.25199148e-01 
 4.48566679e-01  4.48566679e-01 
 4.79927149e-01  4.79927149e-01 
 4.57503122e-01  4.57503122e-01 
 4.51757208e-01  4.51757208e-01 
 3.93715668e-01  3.93715668e-01 
 4.90262087e-01  4.90262087e-01 
 4.54986645e-01  4.54986645e-01 
 4.17708634e-01  4.17708634e-01 
 4.56477418e-01  4.56477418e-01 
 4.11624096e-01  4.11624096e-01 
 4.60822295e-01  4.60822295e-01 
 4.47863162e-01  4.47863162e-01 
 5.06507194e-01  5.06507194e-01 
 4.91187437e-01  4.91187437e-01 
 4.67816656e-01  4.67816656e-01 
 4.45619070e-01  4.45619070e-01 
 4.51863892e-01  4.51863892e-01 
 4.38794076e-01  4.38794076e-01 
 4.21524072e-01  4.21524072e-01 
 4.36961388e-01  4.36961388e-01 
 4.16016190e-01  4.16016190e-01 
 4.65551520e-01  4.65551520e-01 
 4.86692691e-01  4.86692691e-01 
 4.74969980e-01  4.74969980e-01 
 4.30727082e-01  4.30727082e-01 
 4.28965789e-01  4.28965789e-01 
 4.73760296e-01  4.73760296e-01 
 4.45156596e-01  4.45156596e-01 
 3.79749229e-01  3.79749229e-01 
 4.69585418e-01  4.69585418e-01 
 4.47119126e-01  4.47119126e-01 
 4.62808224e-01  4.62808224e-01 
 4.43602181e-01  4.43602181e-01 
 3.85494118e-01  3.85494118e-01 
 5.32748600e-01  5.32748600e-01 
 3.98176154e-01  3.98176154e-01 
 4.66665361e-01  4.66665361e-01 
 4.24697992e-01  4.24697992e-01 
 4.71655159e-01  4.71655159e-01 
 4.27372338e-01  4.27372338e-01 
 4.53358381e-01  4.53358381e-01 
 4.80355351e-01  4.80355351e-01 
 4.05923149e-01  4.05923149e-01 
 4.57124830e-01  4.57124830e-01 
 4.84755627e-01  4.84755627e-01 
 4.16193560e-01  4.16193560e-01 
 4.69857053e-01  4.69857053e-01 
 4.28510576e-01  4.28510576e-01 
 4.70859049e-01  4.70859049e-01 
 5.27660735e-01  5.27660735e-01 
 4.11058659e-01  4.11058659e-01 
 5.03288436e-01  5.03288436e-01 
 4.81674581e-01  4.81674581e-01 
 5.21093397e-01  5.21093397e-01 
 4.11696336e-01  4.11696336e-01 
 4.26153834e-01  4.26153834e-01 
 4.52416396e-01  4.52416396e-01 
 4.52040658e-01  4.52040658e-01 
 4.56393346e-01  4.56393346e-01 
 4.97875248e-01  4.97875248e-01 
 4.58408663e-01  4.58408663e-01 
 4.27927913e-01  4.27927913e-01 
 4.63867821e-01  4.63867821e-01 
 4.75895653e-01  4.75895653e-01 
 4.48072297e-01  4.48072297e-01 
 4.31304667e-01  4.31304667e-01 
 4.71402529e-01  4.71402529e-01 
 5.24310226e-01  5.24310226e-01 
 5.17444146e-01  5.17444146e-01 
 5.26815716e-01  5.26815716e-01 
 4.62998007e-01  4.62998007e-01 
 4.35271753e-01  4.35271753e-01 
 4.35640789e-01  4.35640789e-01 
 4.86688589e-01  4.86688589e-01 
 5.05780679e-01  5.05780679e-01 
 4.71197223e-01  4.71197223e-01 
 4.49860343e-01  4.49860343e-01 
 3.48752254e-01  3.48752254e-01 
 4.92302883e-01  4.92302883e-01 
 4.65058923e-01  4.65058923e-01 
 4.50920907e-01  4.50920907e-01 
 4.98074165e-01  4.98074165e-01 
 4.35560731e-01  4.35560731e-01 
 4.19350841e-01  4.19350841e-01 
 4.49049166e-01  4.49049166e-01 
 4.17298881e-01  4.17298881e-01 
 4.63396226e-01  4.63396226e-01 
 4.49943061e-01  4.49943061e-01 
 5.07084392e-01  5.07084392e-01 
 5.22983955e-01  5.22983955e-01 
