 8.32919008e-04  8.32919008e-04 
 6.68533297e-04  6.68533297e-04 
 7.02441536e-04  7.02441536e-04 
 7.45758246e-04  7.45758246e-04 
 6.62419784e-04  6.62419784e-04 
 7.71941355e-04  7.71941355e-04 
 7.15419297e-04  7.15419297e-04 
 6.30741955e-04  6.30741955e-04 
 6.86734557e-04  6.86734557e-04 
 8.97493157e-04  8.97493157e-04 
 6.89384824e-04  6.89384824e-04 
 6.75454609e-04  6.75454609e-04 
 7.31247793e-04  7.31247793e-04 
 6.89330721e-04  6.89330721e-04 
 6.38566941e-04  6.38566941e-04 
 6.87095547e-04  6.87095547e-04 
 6.06266883e-04  6.06266883e-04 
 8.35042142e-04  8.35042142e-04 
 6.83781069e-04  6.83781069e-04 
 7.32821356e-04  7.32821356e-04 
 9.75775271e-04  9.75775271e-04 
 8.36761325e-04  8.36761325e-04 
 6.46040531e-04  6.46040531e-04 
 7.50023535e-04  7.50023535e-04 
 7.74352578e-04  7.74352578e-04 
 6.99364538e-04  6.99364538e-04 
 8.75004318e-04  8.75004318e-04 
 8.14985712e-04  8.14985712e-04 
 7.54726366e-04  7.54726366e-04 
 7.57463194e-04  7.57463194e-04 
 7.81190261e-04  7.81190261e-04 
 7.82225706e-04  7.82225706e-04 
 7.75260397e-04  7.75260397e-04 
 7.58806426e-04  7.58806426e-04 
 8.91008603e-04  8.91008603e-04 
 7.50009358e-04  7.50009358e-04 
 6.53467431e-04  6.53467431e-04 
 7.11203989e-04  7.11203989e-04 
 7.07158895e-04  7.07158895e-04 
 5.88483328e-04  5.88483328e-04 
 9.94648543e-04  9.94648543e-04 
 7.31712993e-04  7.31712993e-04 
 7.05216371e-04  7.05216371e-04 
 7.54536120e-04  7.54536120e-04 
 7.85361432e-04  7.85361432e-04 
 9.20973738e-04  9.20973738e-04 
 6.62725874e-04  6.62725874e-04 
 8.10903784e-04  8.10903784e-04 
 7.25561852e-04  7.25561852e-04 
 6.91397930e-04  6.91397930e-04 
 6.68578534e-04  6.68578534e-04 
 8.14315817e-04  8.14315817e-04 
 5.53650240e-04  5.53650240e-04 
 6.49198411e-04  6.49198411e-04 
 7.02710626e-04  7.02710626e-04 
 7.27269065e-04  7.27269065e-04 
 8.21879544e-04  8.21879544e-04 
 7.06339937e-04  7.06339937e-04 
 7.01683440e-04  7.01683440e-04 
 8.61491233e-04  8.61491233e-04 
 8.53380337e-04  8.53380337e-04 
 7.30103018e-04  7.30103018e-04 
 7.19054920e-04  7.19054920e-04 
 7.64512033e-04  7.64512033e-04 
 6.38601356e-04  6.38601356e-04 
 8.48093753e-04  8.48093753e-04 
 7.08101654e-04  7.08101654e-04 
 7.43993077e-04  7.43993077e-04 
 6.07997095e-04  6.07997095e-04 
 6.46234647e-04  6.46234647e-04 
 7.41669213e-04  7.41669213e-04 
 8.11616374e-04  8.11616374e-04 
 8.51532312e-04  8.51532312e-04 
 8.18239987e-04  8.18239987e-04 
 6.84233070e-04  6.84233070e-04 
 6.26474273e-04  6.26474273e-04 
 7.11242582e-04  7.11242582e-04 
 7.23785529e-04  7.23785529e-04 
 1.01536355e-03  1.01536355e-03 
 8.31229826e-04  8.31229826e-04 
 7.65183515e-04  7.65183515e-04 
 7.03892218e-04  7.03892218e-04 
 8.46876752e-04  8.46876752e-04 
 7.85434505e-04  7.85434505e-04 
 6.51089531e-04  6.51089531e-04 
 8.66859188e-04  8.66859188e-04 
 7.44438386e-04  7.44438386e-04 
 7.51607537e-04  7.51607537e-04 
